Speltitel;Placering;Land;Datum
Virtual City Playground®: Building Tycoon;475;Kina;2017-12-13;447763775
Pirates &amp Pearls™;537;Kina;2017-12-13;1241322027
Supermarket Mania® Journey;593;Kina;2017-12-13;1019149311
Survivors: the Quest®;719;Kina;2017-12-13;937737946
Lost Souls: Timeless Fables HD;761;Kina;2017-12-13;1021997264
Mystery of the Opera®;766;Kina;2017-12-13;1265270522
Stand O’Food® City: Virtual Frenzy;883;Kina;2017-12-13;672707752
The Cursed Ship, Collector’s Edition HD;971;Kina;2017-12-13;807485218
Hidden City®;65;Korea;2017-12-13;722217471
Twin Moons®;72;Korea;2017-12-13;1151831172
The Paranormal Society™;135;Korea;2017-12-13;990652974
Homicide Squad: Hidden Crimes;239;Korea;2017-12-13;1179007417
The Secret Society®;338;Korea;2017-12-13;542180079
Royal Trouble: Hidden Honeymoon Havoc;355;Korea;2017-12-13;1061659368
Pirates &amp Pearls™;442;Korea;2017-12-13;1241322027
Mahjong Journey®;486;Korea;2017-12-13;938207958
Royal Trouble;582;Korea;2017-12-13;473220387
Survivors: the Quest®;602;Korea;2017-12-13;937737946
Virtual City Playground®: Building Tycoon HD;722;Korea;2017-12-13;447763975
The Island Castaway®: Lost World™;863;Korea;2017-12-13;767324855
Letters From Nowhere®: A Hidden Object Mystery;965;Korea;2017-12-13;663329194
Hidden City®;12;Ryssland;2017-12-13;722217471
The Secret Society®;69;Ryssland;2017-12-13;542180079
Survivors: the Quest®;79;Ryssland;2017-12-13;937737946
Mahjong Journey®;190;Ryssland;2017-12-13;938207958
Pirates &amp Pearls™;204;Ryssland;2017-12-13;1241322027
The Paranormal Society™;218;Ryssland;2017-12-13;990652974
Twin Moons®;346;Ryssland;2017-12-13;1151831172
Graven: The Purple Moon Prophecy HD;409;Ryssland;2017-12-13;952243019
9 Clues 2: The Ward HD;410;Ryssland;2017-12-13;969502865
Supermarket Mania® Journey;417;Ryssland;2017-12-13;1019149311
Homicide Squad: Hidden Crimes;531;Ryssland;2017-12-13;1179007417
Kate Malone;619;Ryssland;2017-12-13;1032350309
Mind Snares: Alice&#39s Journey HD;705;Ryssland;2017-12-13;942900332
Letters From Nowhere®: A Hidden Object Mystery;861;Ryssland;2017-12-13;663329194
Hidden City®;102;Brasilien;2017-12-13;722217471
Mahjong Journey®;110;Brasilien;2017-12-13;938207958
The Secret Society®;463;Brasilien;2017-12-13;542180079
The Island Castaway®: Lost World™;573;Brasilien;2017-12-13;767324855
Survivors: the Quest®;612;Brasilien;2017-12-13;937737946
Nightmares from the Deep®;737;Brasilien;2017-12-13;1132245104
Virtual City Playground®: Building Tycoon HD;860;Brasilien;2017-12-13;447763975
Hidden City®;29;USA;2017-12-14;722217471
Mahjong Journey®;72;USA;2017-12-14;938207958
The Secret Society®;95;USA;2017-12-14;542180079
Twin Moons®;274;USA;2017-12-14;1151831172
Survivors: the Quest®;371;USA;2017-12-14;937737946
Pirates &amp Pearls™;412;USA;2017-12-14;1241322027
The Paranormal Society™;481;USA;2017-12-14;990652974
Supermarket Mania® Journey;499;USA;2017-12-14;1019149311
Letters From Nowhere®: A Hidden Object Mystery;538;USA;2017-12-14;663329194
Mystery of the Opera®;619;USA;2017-12-14;1265270522
Homicide Squad: Hidden Crimes;725;USA;2017-12-14;1179007417
Farm Clan®: Farm Life Adventure;925;USA;2017-12-14;669985678
Hidden City®;31;UK;2017-12-14;722217471
Mahjong Journey®;55;UK;2017-12-14;938207958
The Secret Society®;89;UK;2017-12-14;542180079
Twin Moons®;129;UK;2017-12-14;1151831172
Survivors: the Quest®;182;UK;2017-12-14;937737946
Pirates &amp Pearls™;193;UK;2017-12-14;1241322027
The Paranormal Society™;300;UK;2017-12-14;990652974
Virtual City Playground®: Building Tycoon HD;560;UK;2017-12-14;447763975
Nightmares from the Deep™: The Siren’s Call HD;969;UK;2017-12-14;695111371
Hidden City®;14;Tyskland;2017-12-14;722217471
Mahjong Journey®;100;Tyskland;2017-12-14;938207958
The Secret Society®;188;Tyskland;2017-12-14;542180079
Pirates &amp Pearls™;221;Tyskland;2017-12-14;1241322027
Survivors: the Quest®;242;Tyskland;2017-12-14;937737946
Mystery of the Opera®;271;Tyskland;2017-12-14;1265270522
Supermarket Mania® Journey;350;Tyskland;2017-12-14;1019149311
Twin Moons®;641;Tyskland;2017-12-14;1151831172
Homicide Squad: Hidden Crimes;699;Tyskland;2017-12-14;1179007417
Graven: The Purple Moon Prophecy HD;714;Tyskland;2017-12-14;952243019
The Paranormal Society™;764;Tyskland;2017-12-14;990652974
Hidden City®;30;Canada;2017-12-14;722217471
The Secret Society®;80;Canada;2017-12-14;542180079
Mahjong Journey®;92;Canada;2017-12-14;938207958
Survivors: the Quest®;223;Canada;2017-12-14;937737946
Virtual City Playground®: Building Tycoon HD;444;Canada;2017-12-14;447763975
Supermarket Mania® Journey;467;Canada;2017-12-14;1019149311
Twin Moons®;490;Canada;2017-12-14;1151831172
Mystery of the Opera®;773;Canada;2017-12-14;1265270522
Build-a-lot 4: Power Source HD;848;Canada;2017-12-14;570189246
Pirates &amp Pearls™;900;Canada;2017-12-14;1241322027
Homicide Squad: Hidden Crimes;948;Canada;2017-12-14;1179007417
Hidden City®;39;Frankrike;2017-12-14;722217471
Mahjong Journey®;78;Frankrike;2017-12-14;938207958
The Secret Society®;199;Frankrike;2017-12-14;542180079
Survivors: the Quest®;344;Frankrike;2017-12-14;937737946
Pirates &amp Pearls™;530;Frankrike;2017-12-14;1241322027
The Island: Castaway 2® HD;577;Frankrike;2017-12-14;660783907
Kate Malone;626;Frankrike;2017-12-14;1032350309
Stand O&#39Food HD;676;Frankrike;2017-12-14;525239282
Virtual City Playground®: Building Tycoon HD;876;Frankrike;2017-12-14;447763975
The Paranormal Society™;880;Frankrike;2017-12-14;990652974
Game of Dragons HD;892;Frankrike;2017-12-14;748094190
Homicide Squad: Hidden Crimes;961;Frankrike;2017-12-14;1179007417
Twin Moons®;968;Frankrike;2017-12-14;1151831172
Hidden City®;30;Japan;2017-12-14;722217471
Twin Moons®;299;Japan;2017-12-14;1151831172
Mahjong Journey®;303;Japan;2017-12-14;938207958
The Secret Society®;328;Japan;2017-12-14;542180079
Survivors: the Quest®;444;Japan;2017-12-14;937737946
Pirates &amp Pearls™;524;Japan;2017-12-14;1241322027
Homicide Squad: Hidden Crimes;556;Japan;2017-12-14;1179007417
Kate Malone;669;Japan;2017-12-14;1032350309
The Paranormal Society™;672;Japan;2017-12-14;990652974
Stand O’Food® City: Virtual Frenzy;688;Japan;2017-12-14;672707752
Mystery of the Opera®;702;Japan;2017-12-14;1265270522
Hidden City®;22;Australien;2017-12-14;722217471
Mahjong Journey®;54;Australien;2017-12-14;938207958
Pirates &amp Pearls™;89;Australien;2017-12-14;1241322027
The Secret Society®;104;Australien;2017-12-14;542180079
Survivors: the Quest®;193;Australien;2017-12-14;937737946
Mystery of the Opera®;214;Australien;2017-12-14;1265270522
Twin Moons®;293;Australien;2017-12-14;1151831172
Supermarket Mania® Journey;642;Australien;2017-12-14;1019149311
Treasure Seekers 3: Follow the Ghosts HD (Full);659;Australien;2017-12-14;424220628
Letters from Nowhere® 2 HD (Full);665;Australien;2017-12-14;497947178
The Mystery of the Crystal Portal HD (Full);762;Australien;2017-12-14;363742993
The Mystery of the Crystal Portal 2: Beyond the Horizon HD (Full);763;Australien;2017-12-14;388930003
Letters from Nowhere® HD (Full);770;Australien;2017-12-14;473666509
The Island Castaway®: Lost World™;805;Australien;2017-12-14;767324855
Nightmares from the Deep®;944;Australien;2017-12-14;1132245104
Hidden City®;47;Italien;2017-12-14;722217471
Mahjong Journey®;112;Italien;2017-12-14;938207958
Pirates &amp Pearls™;298;Italien;2017-12-14;1241322027
Special Enquiry Detail: Engaged to Kill® HD;339;Italien;2017-12-14;620450083
Royal Trouble: Hidden Honeymoon Havoc HD;341;Italien;2017-12-14;1061664350
Mind Snares: Alice&#39s Journey HD;563;Italien;2017-12-14;942900332
Survivors: the Quest®;567;Italien;2017-12-14;937737946
Kate Malone;584;Italien;2017-12-14;1032350309
The Secret Society®;597;Italien;2017-12-14;542180079
Mystery of the Opera®;670;Italien;2017-12-14;1265270522
Lost Souls: Timeless Fables HD (Full);780;Italien;2017-12-14;1021996164
Twin Moons®;949;Italien;2017-12-14;1151831172
Hidden City®;73;Holland;2017-12-14;722217471
Mahjong Journey®;287;Holland;2017-12-14;938207958
The Secret Society®;311;Holland;2017-12-14;542180079
Twin Moons®;371;Holland;2017-12-14;1151831172
Myths of Orion: Light from the North HD;375;Holland;2017-12-14;1048981177
Survivors: the Quest®;757;Holland;2017-12-14;937737946
Mystery of the Opera®;871;Holland;2017-12-14;1265270522
Letters from Nowhere® 2 HD (Full);904;Holland;2017-12-14;497947178
Treasure Seekers: Visions of Gold HD (Full);978;Holland;2017-12-14;388932738
The Secret Society®;39;Spanien;2017-12-14;542180079
Hidden City®;51;Spanien;2017-12-14;722217471
Mahjong Journey®;133;Spanien;2017-12-14;938207958
Letters From Nowhere®: A Hidden Object Mystery;153;Spanien;2017-12-14;663329194
Twin Moons®;250;Spanien;2017-12-14;1151831172
Farm Clan®: Farm Life Adventure;251;Spanien;2017-12-14;669985678
Mystery of the Opera®;345;Spanien;2017-12-14;1265270522
Pirates &amp Pearls™;348;Spanien;2017-12-14;1241322027
The Cursed Ship, Collector’s Edition HD;423;Spanien;2017-12-14;807485218
Mind Snares: Alice&#39s Journey HD;424;Spanien;2017-12-14;942900332
Abyss: the Wraiths of Eden HD;430;Spanien;2017-12-14;561086038
The Paranormal Society™;591;Spanien;2017-12-14;990652974
Survivors: the Quest®;662;Spanien;2017-12-14;937737946
9 Clues 2: The Ward HD;951;Spanien;2017-12-14;969502865
Hidden City®;35;Kina;2017-12-14;722217471
Mahjong Journey®;213;Kina;2017-12-14;938207958
The Secret Society®;369;Kina;2017-12-14;542180079
Homicide Squad: Hidden Crimes;398;Kina;2017-12-14;1179007417
Pirates &amp Pearls™;435;Kina;2017-12-14;1241322027
Supermarket Mania® Journey;447;Kina;2017-12-14;1019149311
Twin Moons®;542;Kina;2017-12-14;1151831172
Virtual City Playground®: Building Tycoon;679;Kina;2017-12-14;447763775
Survivors: the Quest®;691;Kina;2017-12-14;937737946
Mystery of the Opera®;726;Kina;2017-12-14;1265270522
Lost Souls: Timeless Fables HD;761;Kina;2017-12-14;1021997264
Hidden City®;57;Korea;2017-12-14;722217471
Twin Moons®;123;Korea;2017-12-14;1151831172
The Paranormal Society™;217;Korea;2017-12-14;990652974
Pirates &amp Pearls™;231;Korea;2017-12-14;1241322027
Lost Souls: Timeless Fables HD;310;Korea;2017-12-14;1021997264
Homicide Squad: Hidden Crimes;320;Korea;2017-12-14;1179007417
The Secret Society®;419;Korea;2017-12-14;542180079
Royal Trouble: Hidden Honeymoon Havoc;438;Korea;2017-12-14;1061659368
Mahjong Journey®;550;Korea;2017-12-14;938207958
Royal Trouble;660;Korea;2017-12-14;473220387
Virtual City Playground®: Building Tycoon HD;697;Korea;2017-12-14;447763975
Survivors: the Quest®;809;Korea;2017-12-14;937737946
The Island Castaway®: Lost World™;848;Korea;2017-12-14;767324855
Letters From Nowhere®: A Hidden Object Mystery;951;Korea;2017-12-14;663329194
Hidden City®;12;Ryssland;2017-12-14;722217471
Pirates &amp Pearls™;20;Ryssland;2017-12-14;1241322027
Survivors: the Quest®;49;Ryssland;2017-12-14;937737946
Twin Moons®;116;Ryssland;2017-12-14;1151831172
Mahjong Journey®;126;Ryssland;2017-12-14;938207958
The Secret Society®;143;Ryssland;2017-12-14;542180079
The Paranormal Society™;412;Ryssland;2017-12-14;990652974
Kate Malone;423;Ryssland;2017-12-14;1032350309
The Island Castaway®: Lost World™;444;Ryssland;2017-12-14;767324855
Supermarket Mania® Journey;556;Ryssland;2017-12-14;1019149311
Graven: The Purple Moon Prophecy HD;693;Ryssland;2017-12-14;952243019
9 Clues 2: The Ward HD;694;Ryssland;2017-12-14;969502865
Homicide Squad: Hidden Crimes;844;Ryssland;2017-12-14;1179007417
Mystery of the Opera®;868;Ryssland;2017-12-14;1265270522
Mahjong Journey®;73;Brasilien;2017-12-14;938207958
Hidden City®;148;Brasilien;2017-12-14;722217471
The Paranormal Society™;216;Brasilien;2017-12-14;990652974
Survivors: the Quest®;341;Brasilien;2017-12-14;937737946
Mystery of the Opera®;553;Brasilien;2017-12-14;1265270522
The Secret Society®;569;Brasilien;2017-12-14;542180079
The Island Castaway®: Lost World™;678;Brasilien;2017-12-14;767324855
Virtual City Playground®: Building Tycoon HD;855;Brasilien;2017-12-14;447763975
Hidden City®;16;USA;2017-12-15;722217471
Mahjong Journey®;78;USA;2017-12-15;938207958
The Secret Society®;119;USA;2017-12-15;542180079
Twin Moons®;334;USA;2017-12-15;1151831172
Survivors: the Quest®;433;USA;2017-12-15;937737946
Pirates &amp Pearls™;517;USA;2017-12-15;1241322027
The Paranormal Society™;532;USA;2017-12-15;990652974
Mystery of the Opera®;661;USA;2017-12-15;1265270522
Farm Clan®: Farm Life Adventure;663;USA;2017-12-15;669985678
Supermarket Mania® Journey;671;USA;2017-12-15;1019149311
Homicide Squad: Hidden Crimes;702;USA;2017-12-15;1179007417
Letters From Nowhere®: A Hidden Object Mystery;891;USA;2017-12-15;663329194
Hidden City®;16;UK;2017-12-15;722217471
Mahjong Journey®;61;UK;2017-12-15;938207958
The Secret Society®;124;UK;2017-12-15;542180079
Twin Moons®;126;UK;2017-12-15;1151831172
Pirates &amp Pearls™;160;UK;2017-12-15;1241322027
Survivors: the Quest®;204;UK;2017-12-15;937737946
Mystery of the Opera®;220;UK;2017-12-15;1265270522
The Paranormal Society™;298;UK;2017-12-15;990652974
Supermarket Mania® Journey;595;UK;2017-12-15;1019149311
Virtual City Playground®: Building Tycoon HD;672;UK;2017-12-15;447763975
Lost Souls: Enchanted Paintings HD;714;UK;2017-12-15;520133548
Stand O’Food® City: Virtual Frenzy;798;UK;2017-12-15;672707752
Homicide Squad: Hidden Crimes;996;UK;2017-12-15;1179007417
Hidden City®;10;Tyskland;2017-12-15;722217471
Mahjong Journey®;120;Tyskland;2017-12-15;938207958
The Secret Society®;315;Tyskland;2017-12-15;542180079
Supermarket Mania® Journey;359;Tyskland;2017-12-15;1019149311
Pirates &amp Pearls™;367;Tyskland;2017-12-15;1241322027
Twin Moons®;387;Tyskland;2017-12-15;1151831172
Survivors: the Quest®;471;Tyskland;2017-12-15;937737946
Mystery of the Opera®;511;Tyskland;2017-12-15;1265270522
Homicide Squad: Hidden Crimes;718;Tyskland;2017-12-15;1179007417
Virtual City Playground®: Building Tycoon HD;857;Tyskland;2017-12-15;447763975
Hidden City®;16;Canada;2017-12-15;722217471
Mahjong Journey®;105;Canada;2017-12-15;938207958
The Secret Society®;110;Canada;2017-12-15;542180079
Supermarket Mania® Journey;323;Canada;2017-12-15;1019149311
Survivors: the Quest®;353;Canada;2017-12-15;937737946
Pirates &amp Pearls™;416;Canada;2017-12-15;1241322027
The Paranormal Society™;675;Canada;2017-12-15;990652974
Virtual City Playground®: Building Tycoon HD;775;Canada;2017-12-15;447763975
Letters From Nowhere®: A Hidden Object Mystery;788;Canada;2017-12-15;663329194
Twin Moons®;825;Canada;2017-12-15;1151831172
Farm Clan®: Farm Life Adventure;966;Canada;2017-12-15;669985678
Hidden City®;30;Frankrike;2017-12-15;722217471
Mahjong Journey®;93;Frankrike;2017-12-15;938207958
The Secret Society®;384;Frankrike;2017-12-15;542180079
Survivors: the Quest®;549;Frankrike;2017-12-15;937737946
Kingdom Tales 2 HD;560;Frankrike;2017-12-15;960639511
The Paranormal Society™;620;Frankrike;2017-12-15;990652974
Pirates &amp Pearls™;804;Frankrike;2017-12-15;1241322027
The Island: Castaway 2® HD;843;Frankrike;2017-12-15;660783907
Kate Malone;911;Frankrike;2017-12-15;1032350309
Twin Moons®;916;Frankrike;2017-12-15;1151831172
Stand O&#39Food HD;944;Frankrike;2017-12-15;525239282
Hidden City®;13;Japan;2017-12-15;722217471
Twin Moons®;298;Japan;2017-12-15;1151831172
Mahjong Journey®;303;Japan;2017-12-15;938207958
The Secret Society®;458;Japan;2017-12-15;542180079
Survivors: the Quest®;585;Japan;2017-12-15;937737946
Stand O’Food® City: Virtual Frenzy;623;Japan;2017-12-15;672707752
Homicide Squad: Hidden Crimes;670;Japan;2017-12-15;1179007417
The Paranormal Society™;703;Japan;2017-12-15;990652974
Pirates &amp Pearls™;738;Japan;2017-12-15;1241322027
Kate Malone;791;Japan;2017-12-15;1032350309
Mystery of the Opera®;848;Japan;2017-12-15;1265270522
Nightmares from the Deep®;860;Japan;2017-12-15;1132245104
Letters From Nowhere®: A Hidden Object Mystery;912;Japan;2017-12-15;663329194
Hidden City®;12;Australien;2017-12-15;722217471
Mahjong Journey®;58;Australien;2017-12-15;938207958
The Secret Society®;128;Australien;2017-12-15;542180079
Pirates &amp Pearls™;176;Australien;2017-12-15;1241322027
Survivors: the Quest®;197;Australien;2017-12-15;937737946
Mystery of the Opera®;212;Australien;2017-12-15;1265270522
Twin Moons®;290;Australien;2017-12-15;1151831172
Letters From Nowhere®: A Hidden Object Mystery;569;Australien;2017-12-15;663329194
Supermarket Mania® Journey;936;Australien;2017-12-15;1019149311
The Island Castaway®: Lost World™;949;Australien;2017-12-15;767324855
Hidden City®;12;Italien;2017-12-15;722217471
Mahjong Journey®;107;Italien;2017-12-15;938207958
Pirates &amp Pearls™;214;Italien;2017-12-15;1241322027
Graven: The Purple Moon Prophecy HD (Full);349;Italien;2017-12-15;952238764
Survivors: the Quest®;547;Italien;2017-12-15;937737946
Mystery of the Opera®;560;Italien;2017-12-15;1265270522
Special Enquiry Detail: Engaged to Kill® HD;570;Italien;2017-12-15;620450083
Royal Trouble: Hidden Honeymoon Havoc HD;571;Italien;2017-12-15;1061664350
Farm Clan®: Farm Life Adventure;694;Italien;2017-12-15;669985678
The Paranormal Society™;696;Italien;2017-12-15;990652974
Mind Snares: Alice&#39s Journey HD;780;Italien;2017-12-15;942900332
The Secret Society®;790;Italien;2017-12-15;542180079
Kate Malone;796;Italien;2017-12-15;1032350309
Lost Souls: Timeless Fables HD (Full);948;Italien;2017-12-15;1021996164
Hidden City®;33;Holland;2017-12-15;722217471
Twin Moons®;229;Holland;2017-12-15;1151831172
The Secret Society®;356;Holland;2017-12-15;542180079
Mahjong Journey®;518;Holland;2017-12-15;938207958
Survivors: the Quest®;594;Holland;2017-12-15;937737946
Myths of Orion: Light from the North HD;611;Holland;2017-12-15;1048981177
Supermarket Mania® Journey;780;Holland;2017-12-15;1019149311
The Paranormal Society™;781;Holland;2017-12-15;990652974
Hidden City®;8;Spanien;2017-12-15;722217471
The Secret Society®;104;Spanien;2017-12-15;542180079
Mahjong Journey®;188;Spanien;2017-12-15;938207958
Twin Moons®;234;Spanien;2017-12-15;1151831172
Survivors: the Quest®;247;Spanien;2017-12-15;937737946
Letters From Nowhere®: A Hidden Object Mystery;308;Spanien;2017-12-15;663329194
Pirates &amp Pearls™;310;Spanien;2017-12-15;1241322027
Farm Clan®: Farm Life Adventure;353;Spanien;2017-12-15;669985678
Mystery of the Opera®;394;Spanien;2017-12-15;1265270522
